unified_id,email,phone,first_name,last_name,date_of_birth,total_orders,total_spend,loyalty_points,loyalty_tier,last_purchase_date,tags,source_ids,created_at
43f2ddf0-68bd-45b8-97b0-5a68f44671f0,john21@example.net,+11043321819,Danielle,Johnson,1981-02-08,8,1104.55,37395,Platinum,2026-05-19,[],"{'shopify_id': 'SHP-00001', 'pos_transactions': ['POS-EC4E8CBB', 'POS-FC9476B1', 'POS-C5709E30', 'POS-FA2FBD74'], 'loyalty_id': 'LYL-000001'}",2026-06-06T19:02:32.267831+00:00
ffc5f854-8664-41e8-9b3c-19e61366f244,jennifermiles@example.com,,Jesse,Guzman,,7,1660.04,0,,2026-05-25,"['newsletter', 'vip', 'wholesale']","{'shopify_id': 'SHP-00002', 'pos_transactions': ['POS-66D71D97', 'POS-811317A8']}",2026-06-06T19:02:32.272711+00:00
550aa8e9-d79c-45b3-82a1-73791b172191,jasongallagher@example.org,+18637940265,Helen,Peterson,2004-12-07,13,2070.16,1468,Silver,2026-01-23,[],"{'shopify_id': 'SHP-00003', 'pos_transactions': ['POS-910C4CB7', 'POS-B676291D', 'POS-46C79B36', 'POS-7885187D', 'POS-FC950BBA', 'POS-57BCAD3A', 'POS-74DFB83F', 'POS-1036CA81', 'POS-D34794CC', 'POS-D0B3D752', 'POS-61AF663C'], 'loyalty_id': 'LYL-000003'}",2026-06-06T19:02:32.274568+00:00
952c2a4c-9fed-4b40-9859-c3532a56cb9d,smiller@example.net,+12351161559,Jessica,Herrera,2006-01-26,7,1385.7,318,Bronze,2026-05-14,"['newsletter', 'vip']","{'shopify_id': 'SHP-00004', 'pos_transactions': ['POS-67294D3C', 'POS-142E3DF0', 'POS-3F8C93D4', 'POS-88ADDAB1'], 'loyalty_id': 'LYL-000004'}",2026-06-06T19:02:32.275981+00:00
bbd4a925-2063-4885-ab0a-5dd2b0cc7c3d,wyattmichelle@example.com,+10781618495,Jeremy,Roberts,2006-10-28,9,2000.37,912,Bronze,2026-05-06,['at-risk'],"{'shopify_id': 'SHP-00005', 'pos_transactions': ['POS-E53E5F4C', 'POS-4E5D8F12', 'POS-A21C0C06', 'POS-257C54BC'], 'loyalty_id': 'LYL-000005'}",2026-06-06T19:02:32.277717+00:00
2e29fae5-b9c7-4eb3-b6a4-08a1fb811284,lynchgeorge@example.net,+13103413164,Joseph,Zuniga,1964-05-03,6,1133.68,6522,Gold,2026-04-21,['returning'],"{'shopify_id': 'SHP-00006', 'pos_transactions': ['POS-72F444AB', 'POS-8FBBA749', 'POS-D02C75F9', 'POS-6747D24A', 'POS-A30A6658'], 'loyalty_id': 'LYL-000006'}",2026-06-06T19:02:32.278832+00:00
6d236cdd-7bfe-4105-bf58-7d85fc47b5ba,perezantonio@example.com,,Mark,Tate,1963-10-21,10,2393.06,63296,Platinum,2026-03-15,"['newsletter', 'vip', 'wholesale']","{'shopify_id': 'SHP-00007', 'pos_transactions': ['POS-7092D401', 'POS-032A461A', 'POS-C926A021', 'POS-E9D6BB7E', 'POS-9B2D5A2A'], 'loyalty_id': 'LYL-000007'}",2026-06-06T19:02:32.282332+00:00
82f1a67a-8501-4f85-9532-f5ef388a6d7e,pwilkerson@example.com,+13276483503,Leonard,Rios,1988-09-23,6,1199.55,415,Bronze,2026-03-08,"['returning', 'vip']","{'shopify_id': 'SHP-00008', 'pos_transactions': ['POS-C81C8D31', 'POS-84396FC0', 'POS-5E4C4FD1', 'POS-E3082DDC'], 'loyalty_id': 'LYL-000008'}",2026-06-06T19:02:32.284542+00:00
5f08d334-91c2-40f3-95a2-a52f0021b338,icox@example.net,,Julie,Patterson,1968-09-15,7,2154.16,348,Bronze,2026-04-30,"['at-risk', 'vip', 'wholesale']","{'shopify_id': 'SHP-00009', 'pos_transactions': ['POS-140FF589', 'POS-E0BDA1EE', 'POS-5682D038'], 'loyalty_id': 'LYL-000009'}",2026-06-06T19:02:32.286047+00:00
4160b7f2-dae8-473f-ad62-83eb8a3c888a,dcarlson@example.net,+17242388496,Robert,Brown,,7,1259.55,14766,Gold,2025-09-29,"['at-risk', 'returning', 'wholesale']","{'shopify_id': 'SHP-00010', 'pos_transactions': ['POS-38AA76DF', 'POS-57D9CBB0', 'POS-73B9C2AC', 'POS-485F7888', 'POS-3730DFBA', 'POS-BCA0258E'], 'loyalty_id': 'LYL-000010'}",2026-06-06T19:02:32.288262+00:00
4d08265f-bb4d-4ca6-a2c7-ddf8128f8d93,ryan70@example.net,,Kayla,Peterson,1979-02-16,7,1087.13,28058,Platinum,2026-05-15,[],"{'shopify_id': 'SHP-00011', 'pos_transactions': ['POS-87F1D48C', 'POS-6BBE3B5A', 'POS-290E3E89', 'POS-18F1A1E4'], 'loyalty_id': 'LYL-000011'}",2026-06-06T19:02:32.290124+00:00
f9ca7faa-1bf3-4e84-b1f3-87087f0fc3ef,ericfarmer@example.net,+12691669784,Monica,Evans,2025-01-12,6,908.36,324,Bronze,2025-12-11,"['at-risk', 'returning', 'wholesale']","{'shopify_id': 'SHP-00012', 'pos_transactions': ['POS-5BC677CA', 'POS-0D95AAF5', 'POS-34396729'], 'loyalty_id': 'LYL-000012'}",2026-06-06T19:02:32.291812+00:00
cb3de201-29fa-42a3-9a4c-0ed3eb625d9d,john39@example.org,+10184514627,Natasha,Decker,2020-05-28,10,2173.73,28180,Platinum,2026-04-03,"['newsletter', 'returning']","{'shopify_id': 'SHP-00013', 'pos_transactions': ['POS-5C370739', 'POS-44AFECB7', 'POS-E9462820', 'POS-D36EC1BD', 'POS-35AFBB2D'], 'loyalty_id': 'LYL-000013'}",2026-06-06T19:02:32.293447+00:00
994c17ff-a561-427f-a51c-6d148b675e4b,josephbrennan@example.com,+14828148932,David,Alvarez,1980-12-25,8,1854.53,12130,Gold,2025-12-09,['vip'],"{'shopify_id': 'SHP-00014', 'pos_transactions': ['POS-0CF173F9', 'POS-E901A768', 'POS-EBD33927'], 'loyalty_id': 'LYL-000014'}",2026-06-06T19:02:32.295113+00:00
5fe333bb-014e-447f-96a8-0a51e6849f76,omartinez@example.org,+12880957015,Nathaniel,Lam,,5,1196.67,29403,Platinum,2025-03-06,"['at-risk', 'newsletter']","{'shopify_id': 'SHP-00015', 'pos_transactions': ['POS-9FA4A627', 'POS-78E36397', 'POS-9BE78AEC'], 'loyalty_id': 'LYL-000015'}",2026-06-06T19:02:32.296730+00:00
f4bf8c4a-160c-4458-8caf-3c25d8fb878f,heathchad@example.org,+13039117182,Crystal,Perez,1958-07-10,3,494.6,43566,Platinum,2026-05-16,[],"{'shopify_id': 'SHP-00016', 'pos_transactions': ['POS-18C180D2', 'POS-CFDFC6F9'], 'loyalty_id': 'LYL-000016'}",2026-06-06T19:02:32.298251+00:00
1cfb4c22-d217-449a-a656-c39f72edbff6,maguirre@example.org,,Barbara,Sanchez,1998-10-27,7,1443.08,91587,Platinum,2026-01-16,"['vip', 'wholesale']","{'shopify_id': 'SHP-00017', 'pos_transactions': ['POS-929D674D', 'POS-7D2120AD', 'POS-2E2BDC6C', 'POS-862C92FD', 'POS-B02E21AA'], 'loyalty_id': 'LYL-000017'}",2026-06-06T19:02:32.301848+00:00
0c600194-828f-41c2-b279-43cacd521d1f,ramosmichelle@example.net,+10983930103,Joshua,Wright,,8,1353.42,65029,Platinum,2025-10-19,['at-risk'],"{'shopify_id': 'SHP-00019', 'pos_transactions': ['POS-3362D476', 'POS-E60C1638', 'POS-E79F9F3D', 'POS-54FC286F'], 'loyalty_id': 'LYL-000019'}",2026-06-06T19:02:32.303892+00:00
c9190954-5461-4f5b-8465-444486f4a690,kbarrera@example.com,,Todd,Lewis,1955-03-26,3,765.09,93886,Platinum,2025-03-07,[],"{'shopify_id': 'SHP-00020', 'pos_transactions': ['POS-DF865633', 'POS-E599BD3C'], 'loyalty_id': 'LYL-000020'}",2026-06-06T19:02:32.305064+00:00
13138f75-4361-4b66-8438-abba1fa7332c,brianromero@example.org,+16670106513,Wesley,Farrell,1975-11-04,4,634.26,7873,Gold,2025-08-04,['vip'],"{'shopify_id': 'SHP-00022', 'pos_transactions': ['POS-B0C58278', 'POS-3227E8D8'], 'loyalty_id': 'LYL-000022'}",2026-06-06T19:02:32.306671+00:00
3299720c-a139-44b8-b1ef-74fe0e5ca40b,barnesbrandy@example.net,+13872624731,John,Wheeler,1957-02-09,7,1253.39,243,Bronze,2026-05-04,['returning'],"{'shopify_id': 'SHP-00023', 'pos_transactions': ['POS-0F9CA17B', 'POS-E64B9B37', 'POS-FB481DED', 'POS-A7939A2E'], 'loyalty_id': 'LYL-000023'}",2026-06-06T19:02:32.308702+00:00
f02c8c2c-6346-4258-9b94-7343592f3119,stephen10@example.com,+18108013267,Randy,Powers,,8,1783.54,0,,2026-05-28,"['at-risk', 'newsletter']","{'shopify_id': 'SHP-00024', 'pos_transactions': ['POS-363E6EF4', 'POS-16476E3F', 'POS-06843C86', 'POS-DE4B061E']}",2026-06-06T19:02:32.310680+00:00
d9791134-7b04-4266-88cb-fe6a5b0a503c,mikemoore@example.net,+13602606474,Sarah,Ibarra,1981-09-01,7,1633.27,25376,Platinum,2026-04-05,"['at-risk', 'newsletter', 'vip']","{'shopify_id': 'SHP-00025', 'pos_transactions': ['POS-6DEDCBA5', 'POS-1FA3ED1F', 'POS-638E1388'], 'loyalty_id': 'LYL-000025'}",2026-06-06T19:02:32.319759+00:00
