unified_id,email,phone,first_name,last_name,date_of_birth,total_orders,total_spend,loyalty_points,loyalty_tier,last_purchase_date,tags,source_ids,created_at
7f821a68-b317-4e5a-9a75-4664a549cefd,john21@example.net,+11043321819,Danielle,Johnson,1981-02-08,8,1104.55,37395,Platinum,2026-05-19,[],"{'shopify_id': 'SHP-00001', 'pos_transactions': ['POS-EC4E8CBB', 'POS-FC9476B1', 'POS-C5709E30', 'POS-FA2FBD74'], 'loyalty_id': 'LYL-000001'}",2026-06-06T19:16:43.401309+00:00
e8e295af-f78e-49d2-8cde-c0b70755c4b3,jennifermiles@example.com,,Jesse,Guzman,,7,1660.04,0,,2026-05-25,"['newsletter', 'vip', 'wholesale']","{'shopify_id': 'SHP-00002', 'pos_transactions': ['POS-66D71D97', 'POS-811317A8']}",2026-06-06T19:16:43.402980+00:00
592d51c4-b8c7-420d-8e24-671acf0aa405,jasongallagher@example.org,+18637940265,Helen,Peterson,2004-12-07,13,2070.16,1468,Silver,2026-01-23,[],"{'shopify_id': 'SHP-00003', 'pos_transactions': ['POS-910C4CB7', 'POS-B676291D', 'POS-46C79B36', 'POS-7885187D', 'POS-FC950BBA', 'POS-57BCAD3A', 'POS-74DFB83F', 'POS-1036CA81', 'POS-D34794CC', 'POS-D0B3D752', 'POS-61AF663C'], 'loyalty_id': 'LYL-000003'}",2026-06-06T19:16:43.404509+00:00
750ed90b-d71d-45c4-bdec-7731171e93c6,smiller@example.net,+12351161559,Jessica,Herrera,2006-01-26,7,1385.7,318,Bronze,2026-05-14,"['newsletter', 'vip']","{'shopify_id': 'SHP-00004', 'pos_transactions': ['POS-67294D3C', 'POS-142E3DF0', 'POS-3F8C93D4', 'POS-88ADDAB1'], 'loyalty_id': 'LYL-000004'}",2026-06-06T19:16:43.406056+00:00
8c332c8a-f237-4e92-8a0a-daadf70a5854,wyattmichelle@example.com,+10781618495,Jeremy,Roberts,2006-10-28,9,2000.37,912,Bronze,2026-05-06,['at-risk'],"{'shopify_id': 'SHP-00005', 'pos_transactions': ['POS-E53E5F4C', 'POS-4E5D8F12', 'POS-A21C0C06', 'POS-257C54BC'], 'loyalty_id': 'LYL-000005'}",2026-06-06T19:16:43.407616+00:00
6bd7f5c2-c95c-4de2-907c-b6b7d74809e1,lynchgeorge@example.net,+13103413164,Joseph,Zuniga,1964-05-03,6,1133.68,6522,Gold,2026-04-21,['returning'],"{'shopify_id': 'SHP-00006', 'pos_transactions': ['POS-72F444AB', 'POS-8FBBA749', 'POS-D02C75F9', 'POS-6747D24A', 'POS-A30A6658'], 'loyalty_id': 'LYL-000006'}",2026-06-06T19:16:43.409208+00:00
dea2185b-e3bc-4d02-a051-db43fdebe364,perezantonio@example.com,,Mark,Tate,1963-10-21,10,2393.06,63296,Platinum,2026-03-15,"['newsletter', 'vip', 'wholesale']","{'shopify_id': 'SHP-00007', 'pos_transactions': ['POS-7092D401', 'POS-032A461A', 'POS-C926A021', 'POS-E9D6BB7E', 'POS-9B2D5A2A'], 'loyalty_id': 'LYL-000007'}",2026-06-06T19:16:43.410529+00:00
0e7fbe74-2afa-4647-bad9-0979ce3fd324,pwilkerson@example.com,+13276483503,Leonard,Rios,1988-09-23,6,1199.55,415,Bronze,2026-03-08,"['returning', 'vip']","{'shopify_id': 'SHP-00008', 'pos_transactions': ['POS-C81C8D31', 'POS-84396FC0', 'POS-5E4C4FD1', 'POS-E3082DDC'], 'loyalty_id': 'LYL-000008'}",2026-06-06T19:16:43.411682+00:00
c845239b-1a26-43df-84a6-2d05403230a0,icox@example.net,,Julie,Patterson,1968-09-15,7,2154.16,348,Bronze,2026-04-30,"['at-risk', 'vip', 'wholesale']","{'shopify_id': 'SHP-00009', 'pos_transactions': ['POS-140FF589', 'POS-E0BDA1EE', 'POS-5682D038'], 'loyalty_id': 'LYL-000009'}",2026-06-06T19:16:43.412626+00:00
2fc73dcd-4139-41ca-9f2a-874dee1b5797,dcarlson@example.net,+17242388496,Robert,Brown,,7,1259.55,14766,Gold,2025-09-29,"['at-risk', 'returning', 'wholesale']","{'shopify_id': 'SHP-00010', 'pos_transactions': ['POS-38AA76DF', 'POS-57D9CBB0', 'POS-73B9C2AC', 'POS-485F7888', 'POS-3730DFBA', 'POS-BCA0258E'], 'loyalty_id': 'LYL-000010'}",2026-06-06T19:16:43.413511+00:00
